type,E,SE,TE,NE,GSM,GSTD,GL1N,GL2N,GRAYP2P,GSKEW,GMEDIAN,WGENERGY1,WGENERGY2,WGENERGY3,WGSTD1,WGSTD2,WGSTD3,WGCONTRAST1,WGCONTRAST2,WGHOMOGENEITY1,WGHOMOGENEITY2,GLCMenergy,GLCMcontrast,GLCMentropy,GLCMhomogeneity,LBP-1,LBP-2,LBP-3,LBP-4,LBP-5,LBP-6,LBP-7,LBP-8,LBP-9,LBP-10,LBP-11,LBP-12,LBP-13,LBP-14,LBP-15,LBP-16,LBP-17,LBP-18,LBP-19,LBP-20,LBP-21,LBP-22,LBP-23,LBP-24,LBP-25,LBP-26
akiec,5.391104407636754,5.391104407636732,7,0.29879864559324887,169.9583888888889,23.997621911437832,85134.0,88574.0642288191,169,-0.8466859845255648,173.0,7985437580.125004,1220717.375000001,440778.25000000006,95.35832882589851,4.8991786655609415,1.4753192089688203,1220499.2387118987,440754.77059135813,8.193361773164321e-07,2.2688301928714597e-06,0.007002531016840411,1.769468230272429,8.18608799864853,0.8230512939986641,0.7493237150248276,0.06176735797737749,0.0027051397654325906,0.03967538322634467,0.018034265102883938,0.0031559963930046894,0.008115419296297773,0.03381424706790739,0.009918845806586167,0.0,0.0,0.000901713255144197,0.007213706041153576,0.001803426510288394,0.009017132551441969,0.027502254281898005,0.011271415689302462,0.0013525698827162953,0.0004508566275720985,0.0,0.0004508566275720985,0.0,0.0004508566275720985,0.0013525698827162953,0.011271415689302462,0.0004508566275720985
akiec,4.717180266580513,4.717180266580497,1,0.2614468146224091,168.57595555555557,21.495423656234077,85761.0,87927.36177086398,137,-0.5827569396823533,171.0,7833163232.875004,926319.6250000007,359671.50000000006,85.39567386637908,4.267651327868389,1.332625826462429,926123.3134906596,359618.04765432107,1.0797686503131477e-06,2.780720338710302e-06,0.008632243193419783,1.471669560626285,7.865656191137683,0.8483842985293016,0.7196998123557337,0.06378986866552383,0.0015009380862476196,0.06341463414396194,0.02063789868590477,0.0022514071293714293,0.0026266416509333344,0.0378986866777524,0.012757973733104767,0.0037523452156190493,0.0003752345215619049,0.0003752345215619049,0.010881801125295243,0.0018761726078095247,0.0015009380862476196,0.026266416509333344,0.014634146340914292,0.0003752345215619049,0.0,0.0,0.0003752345215619049,0.0003752345215619049,0.0,0.0026266416509333344,0.011632270168419053,0.0003752345215619049
akiec,5.441290602898482,5.441290602898462,2,0.3015801845948756,176.59787037037037,26.047053986787137,92537.0,92305.38001451553,149,-1.0374201220389443,184.0,8647272408.312504,829620.4375000006,323517.75000000006,103.76759038639639,4.039070228701372,1.2639618882887598,829571.3906846122,323513.9301469137,1.205440310247959e-06,3.091047450409423e-06,0.008217442074845548,1.3430011414718666,7.964096354735767,0.8509403410450133,0.6569037656653898,0.0867249904873821,0.005325218714137497,0.07911753518147138,0.01673640167300356,0.0019018638264776775,0.005325218714137497,0.04336249524369105,0.013313046785343742,0.0015214910611821419,0.0,0.00038037276529553546,0.01597565614241249,0.0015214910611821419,0.0026626093570687485,0.034994294407189264,0.01673640167300356,0.0007607455305910709,0.0,0.0,0.0015214910611821419,0.0,0.00038037276529553546,0.00038037276529553546,0.013693419550639277,0.0007607455305910709
akiec,4.863585590374644,4.863585590374628,1,0.26956123963620765,151.42071851851853,17.711992474299922,73222.0,78795.39892592203,112,-0.764404712545935,154.0,6304930795.500002,862108.5000000005,341739.50000000006,70.28365186309212,4.1173634285690115,1.2990316605414833,862043.8595083583,341715.35915555566,1.1600324379526145e-06,2.9264036479587484e-06,0.0104132725268181,1.3919635918810491,7.580189712279784,0.8419949596586384,0.6997189883299992,0.07667603371831891,0.004415897229850827,0.05258932155549622,0.016860698513975887,0.0028101164189959812,0.00762745885156052,0.04817342432564539,0.009233239662415366,0.0036130068244234043,0.0,0.0004014452027137116,0.00762745885156052,0.0028101164189959812,0.0020072260135685577,0.03331995182523806,0.014853472500407328,0.0012043356081411346,0.0,0.0016057808108548464,0.0008028904054274232,0.0,0.0,0.0016057808108548464,0.011240465675983925,0.0008028904054274232
akiec,5.393757243055945,5.393757243055923,6,0.29894567736453365,156.68872962962962,27.22995252401725,76708.0,81686.61917037833,165,-0.4734789145018449,159.0,6854100056.250002,2363873.2500000014,772614.2500000001,107.94869377982961,6.8169402450704135,1.9531302954772658,2363033.788402165,772480.3851000002,4.2318462889671605e-07,1.2945295761017553e-06,0.00499511059461913,3.0351709047372943,8.729069733073834,0.7832567545178206,0.7658889782475508,0.05430410297448496,0.0032180209170065157,0.04867256636972355,0.010860820594896991,0.0008045052292516289,0.004424778760883959,0.033789219628568415,0.008447304907142104,0.0008045052292516289,0.0,0.0016090104585032578,0.004827031375509774,0.0012067578438774435,0.004827031375509774,0.03177795655543934,0.009654062751019548,0.0020112630731290724,0.0,0.0008045052292516289,0.0008045052292516289,0.0,0.00040225261462581446,0.002413515687754887,0.007240547063264661,0.0012067578438774435
akiec,6.05037904605096,6.0503790460509315,1,0.3353385368914208,149.5123851851852,38.02483431107841,85644.0,79043.5309929238,186,-0.4466076679028005,155.0,6456966646.750002,2311805.7500000014,768923.5000000001,151.76915153716925,6.740917550588083,1.9482750024824458,2310622.445201575,768644.5357728397,4.32783629057638e-07,1.3009897975853636e-06,0.003516139873856121,3.007827634029991,9.173767425524069,0.7838533970574908,0.7710144927256879,0.06557971014255147,0.002173913043399496,0.03514492753495852,0.009057971014164567,0.0018115942028329134,0.006884057970765071,0.03405797101325877,0.008333333333031401,0.002173913043399496,0.0,0.001086956521699748,0.00797101449246482,0.005072463767932157,0.003260869565099244,0.024637681158527623,0.008333333333031401,0.0007246376811331654,0.0,0.0,0.001086956521699748,0.0,0.0,0.0018115942028329134,0.008333333333031401,0.0014492753622663307
akiec,6.615648612620259,6.615648612620225,7,0.3666682549074049,184.22846296296296,29.79187362862873,91009.0,96310.89519471803,210,-2.7603471460360547,191.0,9437286770.562504,1139112.187500001,410474.7500000001,118.66514556029986,4.73174256085183,1.4234859065153609,1138500.3626216822,410328.2055246914,8.783476531791333e-07,2.437067570467697e-06,0.010440510477599049,1.6477025554840843,7.715979430754476,0.8552698922405838,0.7419215854915157,0.06031882808874112,0.0021542438603121827,0.044377423522430966,0.020249892286934516,0.000861697544124873,0.005601034036811675,0.03360620422087005,0.008186126669186293,0.0012925463161873095,0.0,0.0004308487720624365,0.010771219301560914,0.0030159414044370557,0.0043084877206243655,0.028866867728183247,0.02111158983105939,0.000861697544124873,0.0,0.0004308487720624365,0.0004308487720624365,0.0,0.0004308487720624365,0.0021542438603121827,0.0077552778971238575,0.000861697544124873
akiec,6.043356609196741,6.043356609196708,1,0.33494932264844796,125.27265185185185,32.42225438624218,67715.0,66271.23411419362,185,-0.001446459217000617,124.0,4536265933.250002,1567458.7500000005,538702.5000000001,129.16303796473755,5.552027918446277,1.6310241738791253,1567451.962266471,538698.5707950619,6.379776772082794e-07,1.8563222512394226e-06,0.004373136976576812,2.127820681090608,8.812346549288785,0.8093604410853281,0.7707828893958523,0.06012913639789633,0.0008071025019851856,0.037126715091318534,0.009685230023822227,0.002017756254962964,0.004439063760918521,0.036319612589333354,0.010492332525807413,0.0028248587569481495,0.0,0.0,0.005649717513896299,0.0024213075059555567,0.005246166262903707,0.030266343824444458,0.009281678772829633,0.0008071025019851856,0.0,0.0008071025019851856,0.0008071025019851856,0.0,0.0,0.002017756254962964,0.007667473768859263,0.0004035512509925928
akiec,6.329545333270277,6.329545333270236,1,0.3508111566385479,168.82535555555555,34.195855435237384,86949.0,88370.75108820936,224,-2.1142671273871967,178.0,8044042103.375004,1099201.1250000007,398531.50000000006,137.0595174466948,4.6425831495051275,1.401547103667302,1095999.456558506,397777.69246913603,9.124083790439723e-07,2.5139606995857146e-06,0.007399163105435177,1.6113046614439062,8.268423772446004,0.8296996564722336,0.7619642113707048,0.0657511444000936,0.0020807324177244805,0.033707865167136586,0.009987515605077508,0.0012484394506346885,0.007906783187353026,0.030378693298777418,0.011235955055712196,0.002496878901269377,0.0,0.0004161464835448961,0.009987515605077508,0.003329171868359169,0.003329171868359169,0.027465667913963144,0.013732833956981572,0.0008322929670897922,0.0,0.0008322929670897922,0.0004161464835448961,0.0,0.0008322929670897922,0.0008322929670897922,0.011235955055712196,0.0
akiec,5.9307119045837515,5.930711904583725,1,0.3287060591857829,167.30229259259258,26.26932066265423,83830.0,87256.9570072781,165,-1.4765945181019207,173.0,7773098492.312504,1038835.4375000006,382577.25000000006,104.6103644446429,4.519890352564865,1.3745072712169473,1038835.4374397745,382577.22332222236,9.62615445473315e-07,2.613844539598274e-06,0.00835855369257689,1.5447841800179216,8.03468707023022,0.8386074152050677,0.7230483271106674,0.07249070631700778,0.0029739776950567297,0.051301115239728586,0.014869888475283649,0.0014869888475283648,0.003717472118820912,0.040892193307030034,0.015613382899047831,0.0007434944237641824,0.0,0.0,0.00929368029705228,0.0003717472118820912,0.003345724906938821,0.027509293679274748,0.01858736059410456,0.0007434944237641824,0.0003717472118820912,0.0011152416356462736,0.0007434944237641824,0.0,0.0007434944237641824,0.0011152416356462736,0.008550185873288098,0.0003717472118820912
akiec,5.83266528769191,5.832665287691885,1,0.3232718857554218,160.45756296296295,34.76010366073862,82067.0,84228.0942578212,172,-0.7805032354180972,170.0,7314276402.750003,977147.2500000005,366261.00000000006,138.59339944353576,4.383633283359621,1.344876399458952,977145.842797444,366260.2372888892,1.023387638583706e-06,2.7302916557649485e-06,0.005609891771776751,1.4781744630062725,8.516583973180614,0.8307004960559261,0.6784897024912857,0.08352402745676873,0.002288329519363527,0.05606407322440641,0.015636918382317434,0.0007627765064545089,0.008390541570999598,0.04652936689372505,0.011441647596817634,0.0011441647596817635,0.0,0.0011441647596817635,0.016781083141999196,0.0015255530129090178,0.00762776506454509,0.03699466056304369,0.012967200609726653,0.00038138825322725446,0.0,0.0,0.0007627765064545089,0.0,0.0,0.0015255530129090178,0.01525553012909018,0.0007627765064545089
akiec,5.441019935574321,5.441019935574302,3,0.30156518302492813,173.4382740740741,22.74312214109759,88698.0,90454.40773595613,146,-0.8036743529417948,175.0,8290485260.000004,792332.5000000006,309395.00000000006,90.64028457867143,3.9470915283483743,1.236022424894569,792219.1784611609,309369.6655555557,1.2622753461574769e-06,3.2323685188582414e-06,0.008117878052544823,1.2610977464296471,7.85198983725477,0.8539318650963191,0.7154171066148143,0.06810982048214836,0.006335797254153337,0.0432946145700478,0.014255543821845008,0.0015839493135383343,0.007391763463178893,0.04963041182420114,0.006863780358666115,0.0021119324180511123,0.0005279831045127781,0.0,0.015311510030870563,0.0026399155225638902,0.004751847940615003,0.027983104539177236,0.020063357971485566,0.0015839493135383343,0.0,0.0,0.0005279831045127781,0.0,0.0005279831045127781,0.0005279831045127781,0.010031678985742783,0.0005279831045127781
akiec,5.657343400755573,5.6573434007555505,1,0.31355477801675097,169.1387,21.507914893144356,83596.0,88143.0420698396,146,-1.4078498474580972,173.0,7881799904.187504,786801.0625000006,311348.75000000006,85.57485066154808,3.933386381112908,1.239931334025644,786727.2203158807,311329.51690246916,1.271086982997112e-06,3.212020491756904e-06,0.010119236990979509,1.2687924566184918,7.6812206398830885,0.8536106228375799,0.7237202031760954,0.06955842125558584,0.0046893317700394945,0.05314576006044761,0.016803438842641523,0.001563110590013165,0.003907776475032912,0.039468542397832415,0.010160218835085572,0.0007815552950065825,0.0,0.0,0.014067995310118485,0.001953888237516456,0.004298554122536204,0.03477921062779292,0.008206330597569117,0.00039077764750329125,0.0,0.00039077764750329125,0.0007815552950065825,0.0,0.0,0.0007815552950065825,0.010550996482588863,0.0
akiec,5.65554592073247,5.655545920732432,128,0.31345515379214345,143.98894074074073,23.75621610481582,71746.0,75354.6827885068,190,-1.7698291623354012,148.0,5763743700.375002,975689.1250000005,381580.50000000006,95.50817192905828,4.380301647658318,1.3726926146567489,975661.1123697152,381567.7154024693,1.0249449961433598e-06,2.620759930344983e-06,0.008263087691270763,1.547492851857773,8.018689961858202,0.8221538989146897,0.7578031212257562,0.07052821128239711,0.0015006002400510025,0.041716686673417866,0.015306122448520225,0.002400960384081604,0.005402160864183609,0.033613445377142455,0.008403361344285614,0.0009003601440306015,0.0,0.0009003601440306015,0.00600240096020401,0.0015006002400510025,0.004201680672142807,0.026710684272907844,0.01290516206443862,0.000600240096020401,0.0,0.0003001200480102005,0.0009003601440306015,0.0,0.0,0.0009003601440306015,0.006602641056224411,0.0009003601440306015
akiec,4.941687897039432,4.941687897039415,1,0.27389001194046675,156.2699888888889,21.105125726368048,78251.0,81501.90182438353,130,-0.6783390393239557,160.0,6740086655.375002,1289242.1250000007,456048.75000000006,83.7971565271198,5.034606041035841,1.5005873019415972,1288908.0687118983,455981.8557765433,7.758499216700939e-07,2.1930649087606377e-06,0.008050259086059544,1.8309980256626672,7.963845502072474,0.8293825327242318,0.7463252726056745,0.043148411567418284,0.0028449502132363706,0.04267425319854556,0.01754385964829095,0.0014224751066181853,0.008060692270836382,0.039829302985309185,0.010431484115200024,0.0,0.0,0.0004741583688727284,0.010431484115200024,0.0018966334754909136,0.005689900426472741,0.036984352772072814,0.01754385964829095,0.0009483167377454568,0.0,0.0,0.0004741583688727284,0.0004741583688727284,0.0,0.0004741583688727284,0.011379800852945482,0.0009483167377454568
akiec,5.301244449091625,5.301244449091604,1,0.2938182126659408,145.09,26.915578374971982,77645.0,75877.9523035652,145,-0.14363384284337835,145.0,5904958839.937502,1452940.3125000007,507280.50000000006,107.11257201807693,5.345182320771571,1.582690847926322,1452834.030050394,507244.3398222224,6.883093946084941e-07,1.971432601727749e-06,0.005255415595385259,2.0168534417049946,8.482546349486043,0.8108821929138108,0.7516209475934353,0.05586034912439599,0.0034912718202747494,0.03840399002302224,0.010473815460824248,0.000997506234364214,0.004488778054638963,0.037905236905840134,0.00997506234364214,0.0029925187030926423,0.0,0.000498753117182107,0.007980049874913712,0.000997506234364214,0.0029925187030926423,0.04089775560893278,0.015461346632645319,0.000498753117182107,0.0,0.000997506234364214,0.000997506234364214,0.0,0.000498753117182107,0.000997506234364214,0.00997506234364214,0.000997506234364214
akiec,5.490003072424916,5.490003072424894,3,0.30428004325414815,168.74782962962962,24.55769855366043,86782.0,88043.25790139004,158,-1.068208721284736,172.0,7887196672.437504,1110637.312500001,407408.00000000006,97.61846314825242,4.672446141838135,1.4181876878695188,1110144.637425025,407279.40440000006,9.007827138063551e-07,2.4553108600282067e-06,0.007911729853115966,1.649331104922458,8.049794481946279,0.8374679284134897,0.722361180554159,0.07053526763028838,0.0035017508752625435,0.04402201100330055,0.01200600300090015,0.0015007503751125187,0.01200600300090015,0.043021510753225536,0.010005002500750124,0.002001000500150025,0.0,0.0010005002500750124,0.011005502750825137,0.004502251125337556,0.0015007503751125187,0.03151575787736289,0.014007003501050174,0.0015007503751125187,0.0,0.0005002501250375062,0.0005002501250375062,0.0,0.0005002501250375062,0.004502251125337556,0.007503751875562593,0.0005002501250375062
